,City,State,Country,location
480,Decatur,TX,USA,"Decatur,TX,USA"
481,Idaho Falls,ID,USA,"Idaho Falls,ID,USA"
482,Gainesville,FL,USA,"Gainesville,FL,USA"
483,Bradford,IA,USA,"Bradford,IA,USA"
484,Temecula,CA,USA,"Temecula,CA,USA"
485,Wilmington,DE,USA,"Wilmington,DE,USA"
486,Sandy Spring,MD,USA,"Sandy Spring,MD,USA"
487,Westminster,CO,USA,"Westminster,CO,USA"
488,Akron,PA,USA,"Akron,PA,USA"
489,High Point,NC,USA,"High Point,NC,USA"
490,Concordville,PA,USA,"Concordville,PA,USA"
491,Saraland/Mobile,AL,USA,"Saraland/Mobile,AL,USA"
492,Harrisonburg,VA,USA,"Harrisonburg,VA,USA"
493,Pampa,TX,USA,"Pampa,TX,USA"
494,Pueblo,CO,USA,"Pueblo,CO,USA"
495,Eagan,MN,USA,"Eagan,MN,USA"
496,Jenks,OK,USA,"Jenks,OK,USA"
497,Austin,TX,USA,"Austin,TX,USA"
498,Dallas,TX,USA,"Dallas,TX,USA"
499,Corpus Christi,TX,USA,"Corpus Christi,TX,USA"
500,Dracut,MA,USA,"Dracut,MA,USA"
501,Dallas,TX,USA,"Dallas,TX,USA"
502,Jonesboro,AR,USA,"Jonesboro,AR,USA"
503,Lincoln,NE,USA,"Lincoln,NE,USA"
504,Springfield,PA,USA,"Springfield,PA,USA"
505,North Vancouver (Canada),BC,Canada,"North Vancouver (Canada),BC,Canada"
506,Lubbock,TX,USA,"Lubbock,TX,USA"
507,New Bern,NC,USA,"New Bern,NC,USA"
508,North Berwick,ME,USA,"North Berwick,ME,USA"
509,Hellertown,PA,USA,"Hellertown,PA,USA"
510,Greensboro,NC,USA,"Greensboro,NC,USA"
511,Cleveland (Canada),QC,Canada,"Cleveland (Canada),QC,Canada"
512,Lincoln,MA,USA,"Lincoln,MA,USA"
513,Shreveport,LA,USA,"Shreveport,LA,USA"
514,Kingston,NH,USA,"Kingston,NH,USA"
515,Shreveport,LA,USA,"Shreveport,LA,USA"
516,Bear,DE,USA,"Bear,DE,USA"
517,Charleston,SC,USA,"Charleston,SC,USA"
518,West Odessa,TX,USA,"West Odessa,TX,USA"
519,Buckeye,AZ,USA,"Buckeye,AZ,USA"
520,Tuscaloosa,AL,USA,"Tuscaloosa,AL,USA"
521,Wayne,NY,USA,"Wayne,NY,USA"
522,Goleta,CA,USA,"Goleta,CA,USA"
523,Cambridge,OH,USA,"Cambridge,OH,USA"
524,Grand Junction,CO,USA,"Grand Junction,CO,USA"
525,Topeka,KS,USA,"Topeka,KS,USA"
526,Louisville,KY,USA,"Louisville,KY,USA"
527,Kolkata (India),,India,"Kolkata (India),India"
528,Arlington,WA,USA,"Arlington,WA,USA"
529,Redlands,CA,USA,"Redlands,CA,USA"
530,Red Rock,TX,USA,"Red Rock,TX,USA"
531,Stayton,OR,USA,"Stayton,OR,USA"
532,Maxwell,IA,USA,"Maxwell,IA,USA"
533,Jerome,ID,USA,"Jerome,ID,USA"
534,"Tulsa (Tulsa airport, Sheridan Rd.)",OK,USA,"Tulsa (Tulsa airport, Sheridan Rd.),OK,USA"
535,Grand Junction,CO,USA,"Grand Junction,CO,USA"
536,Stephenville,TX,USA,"Stephenville,TX,USA"
537,Bedias,TX,USA,"Bedias,TX,USA"
538,South Ogden,UT,USA,"South Ogden,UT,USA"
539,Port Arthur,TX,USA,"Port Arthur,TX,USA"
540,Shelby Townshiip,MI,USA,"Shelby Townshiip,MI,USA"
541,Farmington Hills,MI,USA,"Farmington Hills,MI,USA"
542,Huntington Park,CA,USA,"Huntington Park,CA,USA"
543,West Jordan,UT,USA,"West Jordan,UT,USA"
544,Wilcox (near),AZ,USA,"Wilcox (near),AZ,USA"
545,Fort Wayne,IN,USA,"Fort Wayne,IN,USA"
546,Stilwell,OK,USA,"Stilwell,OK,USA"
547,Oakwood,GA,USA,"Oakwood,GA,USA"
548,Sherman Oaks,CA,USA,"Sherman Oaks,CA,USA"
549,Ada,OK,USA,"Ada,OK,USA"
550,Tulsa,OK,USA,"Tulsa,OK,USA"
551,Denver,CO,USA,"Denver,CO,USA"
552,Tualatin,OR,USA,"Tualatin,OR,USA"
553,Quay,NM,USA,"Quay,NM,USA"
554,Florence,OR,USA,"Florence,OR,USA"
555,Whiterock,CO,USA,"Whiterock,CO,USA"
556,Odenville,GA,USA,"Odenville,GA,USA"
557,Kamloops (Kamloops),BC,Canada,"Kamloops (Kamloops),BC,Canada"
558,Lamesa,TX,USA,"Lamesa,TX,USA"
559,Olympia,WA,USA,"Olympia,WA,USA"
560,Oriental,NC,USA,"Oriental,NC,USA"
561,Douglasville,GA,USA,"Douglasville,GA,USA"
562,Santa Claus,IN,USA,"Santa Claus,IN,USA"
563,Ocala,FL,USA,"Ocala,FL,USA"
564,Upper Darby,PA,USA,"Upper Darby,PA,USA"
565,Santee,CA,USA,"Santee,CA,USA"
566,Mentor,OH,USA,"Mentor,OH,USA"
567,Cork (Ireland),,Ireland,"Cork (Ireland),Ireland"
568,Tifton,GA,USA,"Tifton,GA,USA"
569,Sardinia,OH,USA,"Sardinia,OH,USA"
570,Rosemead,CA,USA,"Rosemead,CA,USA"
571,Farmington Hills,MI,USA,"Farmington Hills,MI,USA"
572,North Brookfield,MA,USA,"North Brookfield,MA,USA"
573,Oberlin,OH,USA,"Oberlin,OH,USA"
574,Mattituck,NY,USA,"Mattituck,NY,USA"
575,Mountlake Terrace,WA,USA,"Mountlake Terrace,WA,USA"
576,Des Moines,IA,USA,"Des Moines,IA,USA"
577,Kasilof,AK,USA,"Kasilof,AK,USA"
578,Grayland,WA,USA,"Grayland,WA,USA"
579,Miami,FL,USA,"Miami,FL,USA"
580,Atlanta,GA,USA,"Atlanta,GA,USA"
581,Chamblee,GA,USA,"Chamblee,GA,USA"
582,Land o' Lakes,FL,USA,"Land o' Lakes,FL,USA"
583,Augustine (at),FL,USA,"Augustine (at),FL,USA"
584,Fort Myers Beach,FL,USA,"Fort Myers Beach,FL,USA"
585,Laramie,WY,USA,"Laramie,WY,USA"
586,Duluth,MN,USA,"Duluth,MN,USA"
587,Tucson,AZ,USA,"Tucson,AZ,USA"
588,Commercial Point,OH,USA,"Commercial Point,OH,USA"
589,Milford,DE,USA,"Milford,DE,USA"
590,Gilbert,AZ,USA,"Gilbert,AZ,USA"
591,Calgary (Canada),AB,Canada,"Calgary (Canada),AB,Canada"
592,Sterling,VA,USA,"Sterling,VA,USA"
593,Hanson,MA,USA,"Hanson,MA,USA"
594,NYC,NY,USA,"NYC,NY,USA"
595,Colorado Springs,CO,USA,"Colorado Springs,CO,USA"
596,Berkley,MA,USA,"Berkley,MA,USA"
597,Kelowna (Canada),BC,Canada,"Kelowna (Canada),BC,Canada"
598,Cambridge,OH,USA,"Cambridge,OH,USA"
599,Lake Worth,FL,USA,"Lake Worth,FL,USA"
600,Wichita,KS,USA,"Wichita,KS,USA"
601,Clermont,FL,USA,"Clermont,FL,USA"
602,Cambria,CA,USA,"Cambria,CA,USA"
603,Boca Raton,FL,USA,"Boca Raton,FL,USA"
604,San Antonio,TX,USA,"San Antonio,TX,USA"
605,Fairfax,VA,USA,"Fairfax,VA,USA"
606,Medellin,,Colombia,"Medellin,Colombia"
607,Loving,NM,USA,"Loving,NM,USA"
608,Los Angeles,CA,USA,"Los Angeles,CA,USA"
609,Oberlin,OH,USA,"Oberlin,OH,USA"
610,Marietta,GA,USA,"Marietta,GA,USA"
611,Ada Taylor,LA,USA,"Ada Taylor,LA,USA"
612,Largo,FL,USA,"Largo,FL,USA"
613,Eagle,ID,USA,"Eagle,ID,USA"
614,Lake Wylie,SC,USA,"Lake Wylie,SC,USA"
615,Bristol,ME,USA,"Bristol,ME,USA"
616,Reno,NV,USA,"Reno,NV,USA"
617,Honolulu - Waikiki,HI,USA,"Honolulu - Waikiki,HI,USA"
618,Pinellas Park,FL,USA,"Pinellas Park,FL,USA"
619,Portimao Alvor (Portugal),,Portugal,"Portimao Alvor (Portugal),Portugal"
620,Round Rock,TX,USA,"Round Rock,TX,USA"
621,Corpus Christi,TX,USA,"Corpus Christi,TX,USA"
622,San Marcos,TX,USA,"San Marcos,TX,USA"
623,Pflugerville,TX,USA,"Pflugerville,TX,USA"
624,Boise,ID,USA,"Boise,ID,USA"
625,Lewiston,ME,USA,"Lewiston,ME,USA"
626,Lacey,WA,USA,"Lacey,WA,USA"
627,El Centro,CA,USA,"El Centro,CA,USA"
628,Bakersfield,CA,USA,"Bakersfield,CA,USA"
629,Brick,NJ,USA,"Brick,NJ,USA"
630,St. Petersburg,FL,USA,"St. Petersburg,FL,USA"
631,San Antonio,TX,USA,"San Antonio,TX,USA"
632,Livonia,MI,USA,"Livonia,MI,USA"
633,New Haven,MI,USA,"New Haven,MI,USA"
634,Solon,ME,USA,"Solon,ME,USA"
635,Clear Spring,MD,USA,"Clear Spring,MD,USA"
636,Spring Branch,TX,USA,"Spring Branch,TX,USA"
637,Miles CIty,FL,USA,"Miles CIty,FL,USA"
638,Anderson,CA,USA,"Anderson,CA,USA"
639,Baltimore,MD,USA,"Baltimore,MD,USA"
640,Lincoln,NH,USA,"Lincoln,NH,USA"
641,Lake Dallas,TX,USA,"Lake Dallas,TX,USA"
642,Superior,WI,USA,"Superior,WI,USA"
643,Sturgeon lake,MN,USA,"Sturgeon lake,MN,USA"
644,Los Angeles,CA,USA,"Los Angeles,CA,USA"
645,Arlington,TX,USA,"Arlington,TX,USA"
646,Pomona,CA,USA,"Pomona,CA,USA"
647,Huntington beach,CA,USA,"Huntington beach,CA,USA"
648,Wasilla,AK,USA,"Wasilla,AK,USA"
649,Riverview,FL,USA,"Riverview,FL,USA"
650,Scottsdale,CA,USA,"Scottsdale,CA,USA"
651,Youngstown,OH,USA,"Youngstown,OH,USA"
652,Waupaca,WI,USA,"Waupaca,WI,USA"
653,Kendall,FL,USA,"Kendall,FL,USA"
654,Bastrop,LA,USA,"Bastrop,LA,USA"
655,Grafton,NH,USA,"Grafton,NH,USA"
656,Bradenton,FL,USA,"Bradenton,FL,USA"
657,North Myrtle Beach,NC,USA,"North Myrtle Beach,NC,USA"
658,Woodburn (near),OR,USA,"Woodburn (near),OR,USA"
659,Phoenix,AZ,USA,"Phoenix,AZ,USA"
660,Holly Springs,NC,USA,"Holly Springs,NC,USA"
661,Painted Post,NY,USA,"Painted Post,NY,USA"
662,Atlanta,GA,USA,"Atlanta,GA,USA"
663,Austin,TX,USA,"Austin,TX,USA"
664,Schertz,TX,USA,"Schertz,TX,USA"
665,Okmulgee,OK,USA,"Okmulgee,OK,USA"
666,Victoria,TX,USA,"Victoria,TX,USA"
667,Freer,TX,USA,"Freer,TX,USA"
668,Waddell,AZ,USA,"Waddell,AZ,USA"
669,Glendale,AZ,USA,"Glendale,AZ,USA"
670,Jonesboro,AR,USA,"Jonesboro,AR,USA"
671,Breese,IL,USA,"Breese,IL,USA"
672,Wister,OK,USA,"Wister,OK,USA"
673,Compton,CA,USA,"Compton,CA,USA"
674,Glenwood,UT,USA,"Glenwood,UT,USA"
675,Oklahoma City,OK,USA,"Oklahoma City,OK,USA"
676,Rio Rancho,NM,USA,"Rio Rancho,NM,USA"
677,Pangasinan (Philippines),,Philippines,"Pangasinan (Philippines),Philippines"
678,North Charleston,SC,USA,"North Charleston,SC,USA"
679,Irmo,SC,USA,"Irmo,SC,USA"
680,Country Club Hills,IL,USA,"Country Club Hills,IL,USA"
681,Norwood,NJ,USA,"Norwood,NJ,USA"
682,Vista,CA,USA,"Vista,CA,USA"
683,Antelope,CA,USA,"Antelope,CA,USA"
684,Hoopa,CA,USA,"Hoopa,CA,USA"
685,Porterville,CA,USA,"Porterville,CA,USA"
686,Carlisle,PA,USA,"Carlisle,PA,USA"
687,Edgewood,MD,USA,"Edgewood,MD,USA"
688,Midland,NC,USA,"Midland,NC,USA"
689,El Sobrante,CA,USA,"El Sobrante,CA,USA"
690,Arvada,CO,USA,"Arvada,CO,USA"
691,Carson,CA,USA,"Carson,CA,USA"
692,The Colony,TX,USA,"The Colony,TX,USA"
693,Wallingford,CT,USA,"Wallingford,CT,USA"
694,,TX,USA,"TX,USA"
695,Georgetown,TX,USA,"Georgetown,TX,USA"
696,Georgetown,TX,USA,"Georgetown,TX,USA"
697,Marco Island - rough approximate,FL,USA,"Marco Island - rough approximate,FL,USA"
698,Hyrem,UT,USA,"Hyrem,UT,USA"
699,Edmonton (Canada),AB,Canada,"Edmonton (Canada),AB,Canada"
700,Coeur d'Alene,ID,USA,"Coeur d'Alene,ID,USA"
701,Springfield,IL,USA,"Springfield,IL,USA"
702,Stockton,MO,USA,"Stockton,MO,USA"
703,Eureks,MT,USA,"Eureks,MT,USA"
704,Eureka,MT,USA,"Eureka,MT,USA"
705,Valencia,CA,USA,"Valencia,CA,USA"
706,Grand Junction,CO,USA,"Grand Junction,CO,USA"
707,Ashland,KY,USA,"Ashland,KY,USA"
708,London (UK/England),,United Kingdom,"London (UK/England),United Kingdom"
709,Kelseyville,CA,USA,"Kelseyville,CA,USA"
710,"Northeast of Mar Vista, Los Angeles",CA,USA,"Northeast of Mar Vista, Los Angeles,CA,USA"
711,Sparks,NV,USA,"Sparks,NV,USA"
712,Mountlake Terrace,WA,USA,"Mountlake Terrace,WA,USA"
713,Tampa,FL,USA,"Tampa,FL,USA"
714,Mountlake Terrace,WA,USA,"Mountlake Terrace,WA,USA"
715,Daly City,CA,USA,"Daly City,CA,USA"
716,Strafford,NH,USA,"Strafford,NH,USA"
717,Saco,ME,USA,"Saco,ME,USA"
718,Inman,SC,USA,"Inman,SC,USA"
719,Strathmore/Porterville,CA,USA,"Strathmore/Porterville,CA,USA"
720,White Pine,TN,USA,"White Pine,TN,USA"
721,Edmonton (Canada),AB,Canada,"Edmonton (Canada),AB,Canada"
722,Granger,TX,USA,"Granger,TX,USA"
723,Nampa,ID,USA,"Nampa,ID,USA"
724,Eugene,OR,USA,"Eugene,OR,USA"
725,Lakeland,FL,USA,"Lakeland,FL,USA"
726,Guthrie,OK,USA,"Guthrie,OK,USA"
727,Calgary,AB,Canada,"Calgary,AB,Canada"
728,East Haddam,CT,USA,"East Haddam,CT,USA"
729,Prior Lake,MN,USA,"Prior Lake,MN,USA"
730,Lewistown,IL,USA,"Lewistown,IL,USA"
731,Akron,OH,USA,"Akron,OH,USA"
732,Clearfield,PA,USA,"Clearfield,PA,USA"
733,Santa Claus,IN,USA,"Santa Claus,IN,USA"
734,Kennebunkport,ME,USA,"Kennebunkport,ME,USA"
735,St. Albert (Canada),AB,Canada,"St. Albert (Canada),AB,Canada"
736,Hanford,CA,USA,"Hanford,CA,USA"
737,Jacksonville,FL,USA,"Jacksonville,FL,USA"
738,Jenner,CA,USA,"Jenner,CA,USA"
739,North Battleford (Canada),SK,Canada,"North Battleford (Canada),SK,Canada"
740,Jacksonville,FL,USA,"Jacksonville,FL,USA"
741,Portland,OR,USA,"Portland,OR,USA"
742,Duluth,MN,USA,"Duluth,MN,USA"
743,Vestal,NY,USA,"Vestal,NY,USA"
744,Val-des-Monts (St-Pierre),QC,Canada,"Val-des-Monts (St-Pierre),QC,Canada"
745,Chester,NH,USA,"Chester,NH,USA"
746,Medford,OR,USA,"Medford,OR,USA"
747,Barrie (Canada),ON,Canada,"Barrie (Canada),ON,Canada"
748,Medford,OR,USA,"Medford,OR,USA"
749,Charlestown,RI,USA,"Charlestown,RI,USA"
750,Edison,NJ,USA,"Edison,NJ,USA"
751,Aurora,MN,USA,"Aurora,MN,USA"
752,North Pole,AK,USA,"North Pole,AK,USA"
753,Stanley,ND,USA,"Stanley,ND,USA"
754,Mt. Vernon,IN,USA,"Mt. Vernon,IN,USA"
755,Stockton,CA,USA,"Stockton,CA,USA"
756,Edgar,WI,USA,"Edgar,WI,USA"
757,Honolulu,HI,USA,"Honolulu,HI,USA"
758,Centralia,WA,USA,"Centralia,WA,USA"
759,Ambler,PA,USA,"Ambler,PA,USA"
760,Osssipee (?),NH,USA,"Osssipee (?),NH,USA"
761,Lady lake,FL,USA,"Lady lake,FL,USA"
762,Windsor,CT,USA,"Windsor,CT,USA"
763,Greenville,IL,USA,"Greenville,IL,USA"
764,Lake Elmo,MN,USA,"Lake Elmo,MN,USA"
765,Santa Ana,CA,USA,"Santa Ana,CA,USA"
766,Farmington Hills,MI,USA,"Farmington Hills,MI,USA"
767,McLean,VA,USA,"McLean,VA,USA"
768,Lake Worth Beach,FL,USA,"Lake Worth Beach,FL,USA"
769,Helena,MT,USA,"Helena,MT,USA"
770,Upper Makefield (Above Delaware River),PA,USA,"Upper Makefield (Above Delaware River),PA,USA"
771,Hillsborough,NC,USA,"Hillsborough,NC,USA"
772,Girard,PA,USA,"Girard,PA,USA"
773,Denver,CO,USA,"Denver,CO,USA"
774,San Francisco,CA,USA,"San Francisco,CA,USA"
775,Newport,VT,USA,"Newport,VT,USA"
776,Williston,VT,USA,"Williston,VT,USA"
777,,MN,USA,"MN,USA"
778,North Kingstown,RI,USA,"North Kingstown,RI,USA"
779,Lacombe (Canada),AB,Canada,"Lacombe (Canada),AB,Canada"
780,Hollister,CA,USA,"Hollister,CA,USA"
781,Bath,PA,USA,"Bath,PA,USA"
782,Edina,MO,USA,"Edina,MO,USA"
783,Denver,CO,USA,"Denver,CO,USA"
784,Antelope,CA,USA,"Antelope,CA,USA"
785,Clarks Summit,PA,USA,"Clarks Summit,PA,USA"
786,Selma,IN,USA,"Selma,IN,USA"
787,Yankton,SD,USA,"Yankton,SD,USA"
788,Screven,GA,USA,"Screven,GA,USA"
789,San Angelo,TX,USA,"San Angelo,TX,USA"
790,Medford,OR,USA,"Medford,OR,USA"
791,Oklahoma City,OK,USA,"Oklahoma City,OK,USA"
792,West Monroe,LA,USA,"West Monroe,LA,USA"
793,La Mesa,CA,USA,"La Mesa,CA,USA"
794,Douglasville,GA,USA,"Douglasville,GA,USA"
795,St. Petersburg,FL,USA,"St. Petersburg,FL,USA"
796,Upper Chichester,PA,USA,"Upper Chichester,PA,USA"
797,Helena,MT,USA,"Helena,MT,USA"
798,Royal Palm Beach,FL,USA,"Royal Palm Beach,FL,USA"
799,Mountlake Terrace,WA,USA,"Mountlake Terrace,WA,USA"
800,Smyrna,GA,USA,"Smyrna,GA,USA"
801,Santa Barbara,CA,USA,"Santa Barbara,CA,USA"
802,Terre Haute,IN,USA,"Terre Haute,IN,USA"
803,Valley City,ND,USA,"Valley City,ND,USA"
804,Youngstown,OH,USA,"Youngstown,OH,USA"
805,Rochester,WA,USA,"Rochester,WA,USA"
806,Watsonville,CA,USA,"Watsonville,CA,USA"
807,Shakopee,MN,USA,"Shakopee,MN,USA"
808,Chazy Lake,NY,USA,"Chazy Lake,NY,USA"
809,Edgartown,MA,USA,"Edgartown,MA,USA"
810,Ardmore (Canada),AB,Canada,"Ardmore (Canada),AB,Canada"
811,Twin Falls,ID,USA,"Twin Falls,ID,USA"
812,Hixson,TN,USA,"Hixson,TN,USA"
813,Cambridge,OH,USA,"Cambridge,OH,USA"
814,Snohomish,WA,USA,"Snohomish,WA,USA"
815,San Diego (Palomar Mountains),CA,USA,"San Diego (Palomar Mountains),CA,USA"
816,St. Charles,MO,USA,"St. Charles,MO,USA"
817,Rimons (France),,France,"Rimons (France),France"
818,Summerville,GA,USA,"Summerville,GA,USA"
819,New York,NY,USA,"New York,NY,USA"
820,Nairobi (Kenya),,Kenya,"Nairobi (Kenya),Kenya"
821,Portland,OR,USA,"Portland,OR,USA"
822,McKinney,TX,USA,"McKinney,TX,USA"
823,Scottsdale,AZ,USA,"Scottsdale,AZ,USA"
824,Tifton,GA,USA,"Tifton,GA,USA"
825,Rochester,NY,USA,"Rochester,NY,USA"
826,Ann Arbor,MI,USA,"Ann Arbor,MI,USA"
827,Clarksville,TN,USA,"Clarksville,TN,USA"
828,South Kingstown,RI,USA,"South Kingstown,RI,USA"
829,Valley City,ND,USA,"Valley City,ND,USA"
830,Helena,MT,USA,"Helena,MT,USA"
831,La Center,WA,USA,"La Center,WA,USA"
832,Val Caron (Canada),,Canada,"Val Caron (Canada),Canada"
833,Rothbury,MI,USA,"Rothbury,MI,USA"
834,Jay,VT,USA,"Jay,VT,USA"
835,Maple Valley,WA,USA,"Maple Valley,WA,USA"
836,Council Bluffs,IA,USA,"Council Bluffs,IA,USA"
837,NYC,NY,USA,"NYC,NY,USA"
838,Seattle,WA,USA,"Seattle,WA,USA"
839,North Las Vegas,NV,USA,"North Las Vegas,NV,USA"
840,Royse City,TX,USA,"Royse City,TX,USA"
841,Medford,OR,USA,"Medford,OR,USA"
842,Toronto (Canada),ON,Canada,"Toronto (Canada),ON,Canada"
843,Hermon,ME,USA,"Hermon,ME,USA"
844,Cambridge (Canada),,Canada,"Cambridge (Canada),Canada"
845,Forest Hills (Queens; NYC),NY,USA,"Forest Hills (Queens; NYC),NY,USA"
846,Lake Orion,MI,USA,"Lake Orion,MI,USA"
847,Jefferson Township,PA,USA,"Jefferson Township,PA,USA"
848,Norwood,NJ,USA,"Norwood,NJ,USA"
849,Utica,NY,USA,"Utica,NY,USA"
850,Clear Lake,IA,USA,"Clear Lake,IA,USA"
851,Nipomo,,USA,"Nipomo,USA"
852,Dexter,IA,USA,"Dexter,IA,USA"
853,Chatham (Canada),ON,Canada,"Chatham (Canada),ON,Canada"
854,Ripley,MI,USA,"Ripley,MI,USA"
855,Orlando (Canada),ON,Canada,"Orlando (Canada),ON,Canada"
856,Harlingen,TX,USA,"Harlingen,TX,USA"
857,Temecula,CA,USA,"Temecula,CA,USA"
858,Wayne,MI,USA,"Wayne,MI,USA"
859,Lind,WA,USA,"Lind,WA,USA"
860,Amery,WI,USA,"Amery,WI,USA"
861,Tacoma,WA,USA,"Tacoma,WA,USA"
862,Mountlake Terrace,WA,USA,"Mountlake Terrace,WA,USA"
863,Hutchinson,KS,USA,"Hutchinson,KS,USA"
864,Campbell River (Canada),BC,Canada,"Campbell River (Canada),BC,Canada"
865,Victoria (Canada),BC,Canada,"Victoria (Canada),BC,Canada"
866,New Truxton,MO,USA,"New Truxton,MO,USA"
867,Pt. Townsend,WA,USA,"Pt. Townsend,WA,USA"
868,Laurel,IA,USA,"Laurel,IA,USA"
869,Ignace (Canada),ON,Canada,"Ignace (Canada),ON,Canada"
870,Spokane,,USA,"Spokane,USA"
871,Brownville,ME,USA,"Brownville,ME,USA"
872,Wallingford,CT,USA,"Wallingford,CT,USA"
873,Monee,IL,USA,"Monee,IL,USA"
874,Colchester,IL,USA,"Colchester,IL,USA"
875,Middleburg Heights,OH,USA,"Middleburg Heights,OH,USA"
876,Canonsburg,PA,USA,"Canonsburg,PA,USA"
877,Manchester,CT,USA,"Manchester,CT,USA"
878,Last Chance,CO,USA,"Last Chance,CO,USA"
879,Bend,OR,USA,"Bend,OR,USA"
880,Renton,WA,USA,"Renton,WA,USA"
881,Groveland,FL,USA,"Groveland,FL,USA"
882,Cambridge,OH,USA,"Cambridge,OH,USA"
883,Boise,ID,USA,"Boise,ID,USA"
884,Cleveland,OH,USA,"Cleveland,OH,USA"
885,Rossland (Canada),BC,Canada,"Rossland (Canada),BC,Canada"
886,Jacksonville,OR,USA,"Jacksonville,OR,USA"
887,New York City (Bronx),NY,USA,"New York City (Bronx),NY,USA"
888,Hoover,AL,USA,"Hoover,AL,USA"
889,Apple Valley,CA,USA,"Apple Valley,CA,USA"
890,Santee,CA,USA,"Santee,CA,USA"
891,Playa Guiones (Costa Rca),,Costa Rica,"Playa Guiones (Costa Rca),Costa Rica"
892,Chehalis,WA,USA,"Chehalis,WA,USA"
893,Everett,WA,USA,"Everett,WA,USA"
894,Victoria (Canada),BC,Canada,"Victoria (Canada),BC,Canada"
895,Gresham,OR,USA,"Gresham,OR,USA"
896,Woodinville,WA,USA,"Woodinville,WA,USA"
897,Ritzville,WA,USA,"Ritzville,WA,USA"
898,Pasco,WA,USA,"Pasco,WA,USA"
899,Kamloops (Canada),BC,Canada,"Kamloops (Canada),BC,Canada"
900,Nashville,MI,USA,"Nashville,MI,USA"
901,Jonesboro,AR,USA,"Jonesboro,AR,USA"
902,Issaquah,,USA,"Issaquah,USA"
903,Stockton,CA,USA,"Stockton,CA,USA"
904,Archie,MO,USA,"Archie,MO,USA"
905,Spruce Grove (Canada),AB,Canada,"Spruce Grove (Canada),AB,Canada"
906,Sutton,MA,USA,"Sutton,MA,USA"
907,Fredrickson,WA,USA,"Fredrickson,WA,USA"
908,Bellevue,OH,USA,"Bellevue,OH,USA"
909,Battle creek,MI,USA,"Battle creek,MI,USA"
910,Kailua Kona,HI,USA,"Kailua Kona,HI,USA"
911,Denver,CO,USA,"Denver,CO,USA"
912,Plymouth Township,MI,USA,"Plymouth Township,MI,USA"
913,Goa (India),,India,"Goa (India),India"
914,Phoenix,AZ,USA,"Phoenix,AZ,USA"
915,Limerick,PA,USA,"Limerick,PA,USA"
916,New York City (Brooklyn),NY,USA,"New York City (Brooklyn),NY,USA"
917,Tucson,AZ,USA,"Tucson,AZ,USA"
918,Woodbine,GA,USA,"Woodbine,GA,USA"
919,Eugene,OR,USA,"Eugene,OR,USA"
920,Newburgh,IN,USA,"Newburgh,IN,USA"
921,Wilderville,OR,USA,"Wilderville,OR,USA"
922,Ojai,CA,USA,"Ojai,CA,USA"
923,Oak bluffs,MA,USA,"Oak bluffs,MA,USA"
924,Los Angeles,CA,USA,"Los Angeles,CA,USA"
925,Medford,OR,USA,"Medford,OR,USA"
926,Grants Pass,OR,USA,"Grants Pass,OR,USA"
927,Everett,WA,USA,"Everett,WA,USA"
928,Winnipeg (Canada),MB,Canada,"Winnipeg (Canada),MB,Canada"
929,Prescott Valley,AZ,USA,"Prescott Valley,AZ,USA"
930,Prescott Valley,AZ,USA,"Prescott Valley,AZ,USA"
931,Yonkers,NY,USA,"Yonkers,NY,USA"
932,NORTON,MA,USA,"NORTON,MA,USA"
933,Barbourville,KY,USA,"Barbourville,KY,USA"
934,Oklahoma City,OK,USA,"Oklahoma City,OK,USA"
935,Roanoke,VA,USA,"Roanoke,VA,USA"
936,Kailua-Kona,HI,USA,"Kailua-Kona,HI,USA"
937,High Point,NC,USA,"High Point,NC,USA"
938,Bay Shore,NY,USA,"Bay Shore,NY,USA"
939,Port Hueneme,CA,USA,"Port Hueneme,CA,USA"
940,Forest Grove,OR,USA,"Forest Grove,OR,USA"
941,portland,OR,USA,"portland,OR,USA"
942,Bowling Green,TX,USA,"Bowling Green,TX,USA"
943,Selden,NY,USA,"Selden,NY,USA"
944,"Wailea, Maui",HI,USA,"Wailea, Maui,HI,USA"
945,Kingston (Canada),ON,Canada,"Kingston (Canada),ON,Canada"
946,Woodbury,CT,USA,"Woodbury,CT,USA"
947,Carson City,,USA,"Carson City,USA"
948,Helena,MT,USA,"Helena,MT,USA"
949,Las Vegas,NV,USA,"Las Vegas,NV,USA"
950,Clark,NV,USA,"Clark,NV,USA"
951,Morehead,KY,USA,"Morehead,KY,USA"
952,Erda,UT,USA,"Erda,UT,USA"
953,Wanship,UT,USA,"Wanship,UT,USA"
954,Valley City,ND,USA,"Valley City,ND,USA"
955,Akron,OH,USA,"Akron,OH,USA"
956,Akron,OH,USA,"Akron,OH,USA"
957,Modesto,CA,USA,"Modesto,CA,USA"
958,Columbus,OH,USA,"Columbus,OH,USA"
959,St. Maries,ID,USA,"St. Maries,ID,USA"
960,Overland,MO,USA,"Overland,MO,USA"
961,Moreno Valley,CA,USA,"Moreno Valley,CA,USA"
962,Athelstane,WI,USA,"Athelstane,WI,USA"
963,Starkville,MS,USA,"Starkville,MS,USA"
964,Avon,IN,USA,"Avon,IN,USA"
965,Duluth,MN,USA,"Duluth,MN,USA"
966,Big Pine Key,FL,USA,"Big Pine Key,FL,USA"
967,Largo,FL,USA,"Largo,FL,USA"
